,batch_id,datetime,pressure_hobo
17500,1327,2020-05-16 13:30:00,623.91
17501,1327,2020-05-16 13:45:00,623.62
17502,1327,2020-05-16 14:00:00,623.53
17503,1327,2020-05-16 14:15:00,623.52
17504,1327,2020-05-16 14:30:00,623.57
17505,1327,2020-05-16 14:45:00,623.41
17506,1327,2020-05-16 15:00:00,623.32
17507,1327,2020-05-16 15:15:00,623.36
17508,1327,2020-05-16 15:30:00,623.43
17509,1327,2020-05-16 15:45:00,623.23
17510,1327,2020-05-16 16:00:00,623.39
17511,1327,2020-05-16 16:15:00,623.09
17512,1327,2020-05-16 16:30:00,623.29
17513,1327,2020-05-16 16:45:00,623.06
17514,1327,2020-05-16 17:00:00,623.11
17515,1327,2020-05-16 17:15:00,622.97
17516,1327,2020-05-16 17:30:00,622.97
17517,1327,2020-05-16 17:45:00,622.83
17518,1327,2020-05-16 18:00:00,622.69
17519,1327,2020-05-16 18:15:00,622.69
17520,1327,2020-05-16 18:30:00,622.81
17521,1327,2020-05-16 18:45:00,622.79
17522,1327,2020-05-16 19:00:00,622.65
17523,1327,2020-05-16 19:15:00,622.63
17524,1327,2020-05-16 19:30:00,622.69
17525,1327,2020-05-16 19:45:00,622.69
17526,1327,2020-05-16 20:00:00,622.69
17527,1327,2020-05-16 20:15:00,622.6
17528,1327,2020-05-16 20:30:00,622.67
17529,1327,2020-05-16 20:45:00,622.87
17530,1327,2020-05-16 21:00:00,622.72
17531,1327,2020-05-16 21:15:00,622.87
17532,1327,2020-05-16 21:30:00,622.78
17533,1327,2020-05-16 21:45:00,622.92
17534,1327,2020-05-16 22:00:00,622.92
17535,1327,2020-05-16 22:15:00,623.06
17536,1327,2020-05-16 22:30:00,623.18
17537,1327,2020-05-16 22:45:00,623.04
17538,1327,2020-05-16 23:00:00,623.11
17539,1327,2020-05-16 23:15:00,623.18
17540,1327,2020-05-16 23:30:00,623.04
17541,1327,2020-05-16 23:45:00,622.97
17734,1327,2020-05-17 00:00:00,622.9
17735,1327,2020-05-17 00:15:00,622.83
17736,1327,2020-05-17 00:30:00,622.83
17737,1327,2020-05-17 00:45:00,622.75
17738,1327,2020-05-17 01:00:00,622.74
17739,1327,2020-05-17 01:15:00,622.67
17740,1327,2020-05-17 01:30:00,622.6
17741,1327,2020-05-17 01:45:00,622.67
17742,1327,2020-05-17 02:00:00,622.6
17743,1327,2020-05-17 02:15:00,622.6
17744,1327,2020-05-17 02:30:00,622.53
17745,1327,2020-05-17 02:45:00,622.51
17746,1327,2020-05-17 03:00:00,622.37
17747,1327,2020-05-17 03:15:00,622.44
17748,1327,2020-05-17 03:30:00,622.44
17749,1327,2020-05-17 03:45:00,622.37
17750,1327,2020-05-17 04:00:00,622.37
17751,1327,2020-05-17 04:15:00,622.3
17752,1327,2020-05-17 04:30:00,622.37
17753,1327,2020-05-17 04:45:00,622.23
17754,1327,2020-05-17 05:00:00,622.23
17755,1327,2020-05-17 05:15:00,622.15
17756,1327,2020-05-17 05:30:00,622.15
17757,1327,2020-05-17 05:45:00,622.15
17758,1327,2020-05-17 06:00:00,622.21
17759,1327,2020-05-17 06:15:00,622.14
17760,1327,2020-05-17 06:30:00,622.35
17761,1327,2020-05-17 06:45:00,622.35
